symbol,name,price,currency,change_percent,as_of,market_state,display_price
LON:VUSA,Vanguard S&P 500,"=IFERROR(GOOGLEFINANCE(A2,""price""),"""")",GBP,"=IFERROR(GOOGLEFINANCE(A2,""changepct""),"""")","=IFERROR(GOOGLEFINANCE(A2,""tradetime""),"""")",CLOSED,"=IFERROR(C2/100,"""")"
